,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file
13114.json,2021-07-09 11:13:36.660475428,2021-07-09 11:13:37.659758274,Control,Present,,,2021-07-09 11:13:00,2021-07-09_11:09,2021-07-09_11:13
10274.json,2020-07-16 10:12:00.961564318,2020-07-16 10:12:01.123333653,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12
9919.json,2020-07-16 10:11:38.244443299,2020-07-16 10:11:39.009844250,DUR,Present,Milling,8.0,2020-07-16 10:11:00,2020-07-16_10:06,2020-07-16_10:11
9202.json,2020-07-17 09:21:04.719370751,2020-07-17 09:21:04.831355819,DUR+AFT,Present,Milling,10.0,2020-07-17 09:21:00,2020-07-17_09:17,2020-07-17_09:21
6455.json,2020-07-12 09:41:24.172776963,2020-07-12 09:41:24.340754566,Control,Present,Attraction,15.0,2020-07-12 09:41:00,2020-07-12_09:39,2020-07-12_09:41
4333.json,2022-07-18 19:49:45.433668823,2022-07-18 19:49:45.998482269,DUR,Absent,Foraging,10.0,2022-07-18 19:49:00,2022-07-18_19:28,2022-07-18_19:49
1313.json,2020-07-11 11:57:41.707054444,2020-07-11 11:57:42.256868900,DUR,Present,Travelling,6.0,2020-07-11 11:57:00,2020-07-11_11:40,2020-07-11_11:57
5125.json,2022-07-18 17:16:46.338968966,2022-07-18 17:16:46.448588476,DUR+AFT,Absent,Attraction,6.0,2022-07-18 17:16:00,2022-07-18_17:13,2022-07-18_17:16
2191.json,2022-07-17 17:30:46.397513461,2022-07-17 17:30:47.261343612,BEF+DUR,Absent,Foraging,5.0,2022-07-17 17:30:00,2022-07-17_17:21,2022-07-17_17:30
11733.json,2020-07-16 09:06:31.803175799,2020-07-16 09:06:32.006481473,DUR,Present,Travelling,5.0,2020-07-16 09:06:00,2020-07-16_08:58,2020-07-16_09:06
12010.json,2020-07-16 08:59:54.779551815,2020-07-16 08:59:55.532709034,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
1566.json,2022-07-17 17:45:38.818385361,2022-07-17 17:45:39.015297966,DUR,Absent,Foraging,8.0,2022-07-17 17:45:00,2022-07-17_17:21,2022-07-17_17:45
311.json,2020-07-11 09:38:38.930809225,2020-07-11 09:38:39.138781496,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38
187.json,2020-07-11 09:40:58.064258099,2020-07-11 09:40:58.200396804,DUR,Present,Attraction,5.0,2020-07-11 09:40:00,2020-07-11_09:33,2020-07-11_09:40
13531.json,2021-07-09 12:12:28.258776536,2021-07-09 12:12:28.437420265,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
10445.json,2020-07-16 10:10:25.418169578,2020-07-16 10:10:25.916544461,DUR,Present,Foraging,8.0,2020-07-16 10:10:00,2020-07-16_10:06,2020-07-16_10:10
7028.json,2020-07-12 09:40:06.336932853,2020-07-12 09:40:06.543127583,Control,Present,Attraction,15.0,2020-07-12 09:40:00,2020-07-12_09:39,2020-07-12_09:40
7535.json,2020-07-13 06:46:02.322486337,2020-07-13 06:46:02.544409095,Control,Present,Attraction,12.0,2020-07-13 06:46:00,2020-07-13_06:37,2020-07-13_06:46
10652.json,2020-07-16 09:40:21.164132833,2020-07-16 09:40:21.562982307,Control,Present,Attraction,5.0,2020-07-16 09:40:00,2020-07-16_09:30,2020-07-16_09:40
12391.json,2020-07-16 09:38:10.350552777,2020-07-16 09:38:10.890800096,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
10365.json,2020-07-16 08:24:09.587105751,2020-07-16 08:24:10.262631649,BEF+DUR,Absent,Travelling,40.0,2020-07-16 08:24:00,2020-07-16_08:23,2020-07-16_08:24
2499.json,2022-07-17 17:53:04.901567382,2022-07-17 17:53:05.127935884,DUR,Absent,Foraging,8.0,2022-07-17 17:53:00,2022-07-17_17:21,2022-07-17_17:53
13529.json,2021-07-09 12:12:52.741519065,2021-07-09 12:12:53.043346798,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
5938.json,2020-07-12 10:10:15.399586678,2020-07-12 10:10:15.517124377,Control,Present,Travelling,5.0,2020-07-12 10:10:00,2020-07-12_10:09,2020-07-12_10:10
11640.json,2020-07-16 09:41:03.090319727,2020-07-16 09:41:03.339564812,Control,Present,Attraction,5.0,2020-07-16 09:41:00,2020-07-16_09:30,2020-07-16_09:41
10873.json,2020-07-16 09:58:07.510998533,2020-07-16 09:58:08.046927076,DUR,Present,Travelling,7.0,2020-07-16 09:58:00,2020-07-16_09:51,2020-07-16_09:58
8085.json,2020-07-13 06:45:43.084332320,2020-07-13 06:45:43.408666824,Control,Present,Attraction,12.0,2020-07-13 06:45:00,2020-07-13_06:37,2020-07-13_06:45
2546.json,2022-07-17 17:48:34.179462281,2022-07-17 17:48:34.329356597,DUR,Absent,Foraging,8.0,2022-07-17 17:48:00,2022-07-17_17:21,2022-07-17_17:48
6588.json,2020-07-12 13:58:30.631292506,2020-07-12 13:58:30.836162424,Control,Present,Attraction,2.0,2020-07-12 13:58:00,2020-07-12_13:42,2020-07-12_13:58
11709.json,2020-07-16 09:06:38.274896680,2020-07-16 09:06:38.490867884,DUR,Present,Travelling,5.0,2020-07-16 09:06:00,2020-07-16_08:58,2020-07-16_09:06
2007.json,2022-07-17 17:51:40.469699260,2022-07-17 17:51:40.584503768,DUR+AFT,Absent,Foraging,8.0,2022-07-17 17:51:00,2022-07-17_17:21,2022-07-17_17:51
9168.json,2020-07-17 08:59:00.951873084,2020-07-17 08:59:01.654176295,DUR,Present,Travelling,4.0,2020-07-17 08:59:00,2020-07-17_08:57,2020-07-17_08:59
6507.json,2020-07-12 14:00:33.915477936,2020-07-12 14:00:34.475403280,Control,Present,Attraction,2.0,2020-07-12 14:00:00,2020-07-12_13:42,2020-07-12_14:00
4627.json,2022-07-18 17:53:08.753689960,2022-07-18 17:53:09.425957887,BEF+DUR,Absent,Foraging,12.0,2022-07-18 17:53:00,2022-07-18_17:37,2022-07-18_17:53
930.json,2020-07-11 08:39:14.966004533,2020-07-11 08:39:15.149980003,DUR,Absent,Attraction,4.0,2020-07-11 08:39:00,2020-07-11_08:36,2020-07-11_08:39
9939.json,2020-07-16 09:05:50.841221171,2020-07-16 09:05:51.017197707,DUR,Present,Travelling,5.0,2020-07-16 09:05:00,2020-07-16_08:58,2020-07-16_09:05
9632.json,2020-07-17 08:44:12.521206933,2020-07-17 08:44:15.892323531,DUR+AFT,Present,Travelling,20.0,2020-07-17 08:44:00,2020-07-17_08:37,2020-07-17_08:44
11930.json,2020-07-16 08:59:03.498389875,2020-07-16 08:59:04.797415295,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
1796.json,2022-07-17 17:32:43.565054989,2022-07-17 17:32:43.933165560,DUR,Absent,Foraging,5.0,2022-07-17 17:32:00,2022-07-17_17:21,2022-07-17_17:32
3393.json,2022-07-18 17:51:23.375182780,2022-07-18 17:51:24.285853689,BEF,Absent,Attraction,12.0,2022-07-18 17:51:00,2022-07-18_17:37,2022-07-18_17:51
11280.json,2020-07-16 10:08:11.561581505,2020-07-16 10:08:11.975833399,DUR,Present,Foraging,8.0,2020-07-16 10:08:00,2020-07-16_10:06,2020-07-16_10:08
3185.json,2020-07-18 08:12:01.362298645,2020-07-18 08:12:01.917537937,DUR,Present,Travelling,1.0,2020-07-18 08:12:00,2020-07-18_07:53,2020-07-18_08:12
8411.json,2020-07-13 07:55:22.053059592,2020-07-13 07:55:23.412878283,BEF+DUR,Absent,Travelling,6.0,2020-07-13 07:55:00,2020-07-13_07:54,2020-07-13_07:55
2474.json,2022-07-17 17:53:58.505246219,2022-07-17 17:53:59.233093432,DUR,Absent,Foraging,8.0,2022-07-17 17:53:00,2022-07-17_17:21,2022-07-17_17:53
6612.json,2020-07-12 13:58:09.694707372,2020-07-12 13:58:10.166644447,Control,Present,Attraction,2.0,2020-07-12 13:58:00,2020-07-12_13:42,2020-07-12_13:58
7883.json,2020-07-13 06:43:23.286587240,2020-07-13 06:43:23.894411743,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
